"Q1A	Q1I	Q1E	Q2A	Q2I	Q2E	Q3A	Q3I	Q3E	Q4A	Q4I	Q4E	Q5A	Q5I	Q5E	Q6A	Q6I	Q6E	Q7A	Q7I	Q7E	Q8A	Q8I	Q8E	Q9A	Q9I	Q9E	Q10A	Q10I	Q10E	Q11A	Q11I	Q11E	Q12A	Q12I	Q12E	Q13A	Q13I	Q13E	Q14A	Q14I	Q14E	Q15A	Q15I	Q15E	Q16A	Q16I	Q16E	Q17A	Q17I	Q17E	Q18A	Q18I	Q18E	Q19A	Q19I	Q19E	Q20A	Q20I	Q20E	Q21A	Q21I	Q21E	Q22A	Q22I	Q22E	Q23A	Q23I	Q23E	Q24A	Q24I	Q24E	Q25A	Q25I	Q25E	Q26A	Q26I	Q26E	Q27A	Q27I	Q27E	Q28A	Q28I	Q28E	Q29A	Q29I	Q29E	Q30A	Q30I	Q30E	Q31A	Q31I	Q31E	Q32A	Q32I	Q32E	Q33A	Q33I	Q33E	Q34A	Q34I	Q34E	Q35A	Q35I	Q35E	Q36A	Q36I	Q36E	Q37A	Q37I	Q37E	Q38A	Q38I	Q38E	Q39A	Q39I	Q39E	Q40A	Q40I	Q40E	Q41A	Q41I	Q41E	Q42A	Q42I	Q42E	country	source	introelapse	testelapse	surveyelapse	TIPI1	TIPI2	TIPI3	TIPI4	TIPI5	TIPI6	TIPI7	TIPI8	TIPI9	TIPI10	VCL1	VCL2	VCL3	VCL4	VCL5	VCL6	VCL7	VCL8	VCL9	VCL10	VCL11	VCL12	VCL13	VCL14	VCL15	VCL16	education	urban	gender	engnat	age	screensize	uniquenetworklocation	hand	religion	orientation	race	voted	married	familysize	major"
"2	18	7551	1	23	3279	1	32	3141	1	38	7261	4	11	1395	1	35	3342	3	3	3160	1	41	4009	2	20	11030	2	31	4809	2	1	8503	2	15	2277	3	30	3380	2	8	2723	1	34	2498	2	19	5974	2	10	2525	2	21	5608	4	37	4760	2	2	11649	1	42	3798	3	24	4148	1	14	1547	2	39	6706	2	26	8136	3	17	5091	2	27	2812	2	12	3248	1	6	3948	2	28	7763	2	22	11821	1	29	3509	2	33	12465	1	36	7447	2	4	2202	1	13	1473	1	5	3731	2	7	2038	1	25	4735	1	16	5427	3	9	2590	4	40	4437	UY	0	1676	293	102	4	2	5	2	5	6	7	3	7	5	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	3	3	2	2	20	1	1	1	1	2	60	1	1	2	education"
"2	15	7053	1	28	2579	2	23	4164	1	31	4475	2	11	3485	2	24	4435	2	39	6144	2	10	9464	1	22	4517	2	38	3011	2	26	3851	2	41	4485	3	42	3197	2	20	6846	2	16	4560	1	34	8138	3	21	4391	1	30	3658	1	37	5866	1	27	2757	2	2	15378	1	40	6276	1	8	3013	3	9	8334	2	18	8775	3	32	5441	1	4	8407	2	35	7606	2	25	3675	1	6	5276	2	5	5107	1	12	10577	2	29	3064	2	33	16680	1	13	6671	1	17	2109	2	14	6844	3	19	4067	2	36	3137	1	7	4340	1	1	9785	2	3	5811	CA	2	37	248	273	6	1	7	6	6	1	7	1	2	2	1	1	1	1	1	0	1	1	0	0	0	0	1	1	1	1	3	1	2	1	56	1	1	2	6	1	60	2	2	5	"
"4	25	3201	1	6	3899	3	9	3506	4	40	2567	2	7	6382	4	17	3647	1	4	4069	4	11	2299	4	16	3236	1	28	4372	3	19	26874	4	35	2899	2	36	3150	1	22	1465	1	12	2283	3	38	15533	1	26	3821	1	42	2101	1	1	4859	4	5	5016	4	24	4889	4	8	2550	3	31	2699	3	32	15516	3	29	2416	3	34	5817	3	23	2250	3	10	7477	4	2	4311	4	27	3845	3	39	8983	1	30	4985	4	15	2182	1	13	4500	1	33	3850	4	14	2216	1	37	6649	4	41	2464	4	3	5242	4	21	2686	1	18	2433	2	20	6776	US	1	45	247	370	1	6	7	7	1	7	7	1	1	3	1	1	0	1	1	0	0	0	0	1	0	0	0	0	1	1	1	2	2	1	15	1	1	2	4	1	60	2	1	4	"
"4	3	2563	4	19	1859	1	38	2487	3	40	1758	4	36	1870	3	27	2126	2	29	2618	2	2	5842	4	25	2627	2	41	2899	4	34	2472	3	28	1418	4	24	1245	4	11	2724	2	14	2048	3	8	2089	3	15	1792	4	17	1873	3	16	4801	3	30	1897	2	5	2506	2	13	2048	3	1	3532	2	7	3439	4	20	1866	3	18	1626	3	32	1313	3	37	1644	3	42	3172	1	39	4158	4	22	1769	4	23	3115	3	9	1526	2	6	1289	4	21	2862	3	4	2895	4	35	2087	3	10	2016	3	31	1990	4	12	5080	1	33	1647	2	26	3276	NONE	2	3	104	117	4	4	4	6	3	5	6	7	7	6	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	2	2	2	2	19	1	2	2	4	2	10	2	1	2	psychology"
"2	23	2256	1	33	2211	2	4	5103	1	10	2916	1	15	3370	1	21	1610	1	27	2847	2	35	2357	3	40	2330	2	31	4021	3	14	3078	2	25	3247	3	39	1166	2	29	5629	1	13	1981	2	8	2583	1	41	4274	3	1	12229	1	30	4684	1	6	4659	2	28	1212	3	38	1275	1	11	2004	3	16	5039	1	2	11343	2	17	4081	2	34	4787	1	20	3504	2	32	2882	1	3	9474	2	24	3245	2	22	7685	2	26	2404	2	7	2232	2	5	5695	1	42	1505	1	36	4255	2	37	2686	2	19	3045	2	18	7470	1	12	1667	3	9	9257	AU	2	4	189	171	6	7	7	6	6	2	6	5	2	3	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	3	1	2	1	22	2	1	1	4	1	60	1	1	3	Zoology and Animal Science"
"2	20	4030	1	36	4053	4	15	4255	1	28	4987	4	27	5415	2	26	3338	1	21	2402	4	41	1563	4	11	4111	4	32	2485	3	37	6534	3	12	4893	4	35	1368	3	17	6133	1	9	2623	4	10	3392	4	39	1983	2	29	3230	1	23	6680	4	42	1852	4	24	2791	3	13	2652	2	8	2925	4	5	2441	2	14	6702	4	19	2246	4	33	1489	3	30	2751	3	38	4670	3	4	6290	4	34	2341	2	2	11170	3	31	7167	4	7	1759	2	6	5290	4	40	1578	4	16	4967	4	18	1675	3	1	4708	3	25	3479	2	3	3349	3	22	2545	US	2	2	161	141	1	6	1	6	5	7	2	3	1	6	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	2	1	1	1	18	1	1	1	2	1	60	2	1	1	"
"2	9	3243	1	25	2888	3	6	4274	4	11	8896	4	19	2310	2	27	3329	3	37	4799	4	20	1837	4	2	9533	4	34	2241	3	4	10579	1	5	5285	2	10	2652	3	38	4467	3	17	2071	2	1	7785	4	33	2233	2	7	4338	4	18	2136	4	41	2545	3	14	3164	3	31	2908	4	16	2312	4	3	1292	3	35	3587	2	26	3389	4	29	3271	2	39	3605	4	36	5624	3	30	1753	3	15	2711	3	28	3000	2	23	793	4	21	2391	3	32	5669	3	13	896	4	22	2493	3	24	1907	2	40	2768	3	8	5719	4	12	3779	3	42	3985	NZ	0	5	164	261	4	4	5	2	7	7	6	1	5	4	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	2	1	2	1	15	1	1	1	0	5	60	2	1	3	"
"1	25	2101	1	23	1852	1	22	4518	1	37	3219	2	7	2985	2	30	3184	2	6	5619	2	28	2252	1	36	4234	2	41	3202	1	35	2636	1	8	3419	1	40	1451	2	5	10620	1	11	1812	1	26	3082	1	42	1634	1	3	3940	1	18	4170	2	33	2518	1	15	1751	2	1	8975	1	17	2433	1	32	2283	2	16	6472	1	31	1817	2	24	2101	1	29	1584	1	10	2285	1	2	8608	1	20	3248	2	34	4818	1	27	1850	1	39	2450	2	4	6206	1	9	1515	1	19	3970	1	12	1571	1	14	1881	1	13	3172	1	21	2251	2	38	2551	US	2	9	143	345	1	1	2	3	6	6	6	1	6	5	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	2	3	2	1	65	1	1	1	12	1	60	1	2	3	"
"4	13	2284	4	19	3911	2	30	3497	3	39	6835	3	17	4741	4	33	1938	1	10	3370	4	38	1917	4	14	5569	3	1	10372	4	23	2563	3	18	7369	2	21	4044	4	8	8799	2	15	7559	3	29	4430	4	4	3335	2	25	6435	1	2	10520	2	27	1469	4	9	2324	3	31	3460	3	40	3478	4	20	5235	2	11	20200	1	35	5257	4	22	2408	1	28	2947	2	34	741	3	7	11487	4	5	2908	4	32	5926	2	36	2983	3	41	3593	4	37	6506	1	6	2153	4	42	2985	4	12	3717	4	16	2419	3	24	12851	2	3	3547	3	26	4715	NL	2	9	237	157	1	6	1	7	4	7	2	4	4	6	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	2	3	1	2	19	2	1	1	2	1	60	1	1	2	-"
"2	6	4352	4	21	4008	1	31	2905	1	2	9112	2	42	5080	1	7	3520	1	5	2611	1	4	2932	1	28	6640	1	9	3512	3	34	2112	1	33	2120	1	26	4055	4	35	5983	1	16	2048	2	23	4295	1	17	5768	1	3	7472	1	22	5664	1	40	1864	1	11	2201	1	25	2169	1	36	1888	2	18	13223	1	39	16080	1	10	2184	3	30	1927	1	20	1824	3	37	5656	2	15	8040	3	19	4824	4	14	4624	1	27	1496	2	8	15983	3	12	12679	1	38	1384	1	24	4063	4	1	9740	1	32	1926	1	29	2336	1	13	1880	3	41	4304	BR	2	20	209	134	5	7	1	5	7	6	7	6	7	1	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	3	2	1	2	18	2	1	2	2	1	60	1	1	1	Cinema"
"3	17	2852	2	36	2250	1	11	4017	2	10	7117	3	14	3582	2	9	4448	2	38	4416	3	13	2418	1	33	5900	1	24	2615	2	16	3189	3	8	4884	3	40	2100	2	21	5267	4	26	3566	1	28	4216	1	42	2216	3	34	3001	1	4	6304	3	5	4400	1	41	2134	3	32	3034	1	35	3050	2	37	5848	2	19	8433	3	6	4951	4	18	3317	2	29	3084	3	2	8186	2	15	5044	1	25	3452	2	22	4017	3	39	3201	1	12	2283	1	27	5085	2	7	2300	1	20	4333	1	30	2332	2	1	6590	3	3	5746	2	31	2617	3	23	4868	FI	2	12	173	127	5	5	7	6	3	5	7	2	2	2	1	1	0	1	1	1	0	0	0	1	0	0	0	1	1	1	3	2	2	2	23	1	1	1	6	1	60	1	1	2	Biology"
"4	7	3430	1	41	2300	1	36	5214	3	3	8505	2	39	4118	3	1	8726	2	28	3100	2	13	2403	2	17	4348	2	11	4849	2	24	4317	2	30	3533	2	23	2281	4	9	4650	3	6	2836	2	15	2981	2	35	5117	2	21	3432	2	20	6319	1	33	6650	2	16	2005	2	18	2434	2	25	4651	2	31	4633	3	10	6187	2	42	2433	4	8	2666	3	2	9343	2	19	3882	1	29	5151	2	26	4617	4	40	2800	2	32	6584	1	38	2250	3	5	5349	1	27	1517	2	12	3496	3	14	4384	4	34	2733	4	4	4784	1	22	2451	1	37	4268	GB	0	4	179	234	5	6	6	6	5	4	7	5	4	5	1	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1	2	2	1	1	33	1	1	1	2	1	60	2	1	3	"
"4	16	4828	4	25	2534	2	5	4258	4	30	4105	4	33	2486	4	8	3790	4	12	1985	2	39	2695	4	6	5310	1	40	2130	2	14	3280	4	15	2624	2	1	5689	4	35	3677	4	9	2854	1	26	3359	3	7	4650	4	24	1710	4	27	5359	4	22	2453	1	37	2245	4	38	2775	2	13	3044	3	4	6798	4	32	5066	4	23	1570	2	31	3391	4	17	1977	4	10	4774	4	21	3259	2	36	4144	4	19	4972	4	29	2456	4	18	2955	1	34	4628	4	11	1803	1	2	7241	1	28	2483	2	42	2888	4	41	8316	4	20	2268	4	3	4084	DE	2	3	154	172	3	5	5	7	6	5	6	5	2	2	1	1	0	1	1	0	0	0	0	1	0	1	1	1	1	1	1	2	2	2	15	1	1	1	2	5	60	2	1	2	"
"3	7	2834	4	3	6508	1	10	6815	4	28	2067	1	9	2140	4	19	4226	4	41	2016	4	21	1714	3	18	5457	4	38	2324	4	20	2865	4	37	3243	2	14	2516	4	8	4943	4	15	2901	2	33	2917	4	5	2664	4	27	2483	4	35	3884	4	23	2118	4	26	1865	4	11	1952	4	34	2000	2	6	3884	4	4	9253	2	12	3164	4	39	2733	4	22	1568	4	36	2133	4	32	3246	1	31	5786	4	42	6150	4	2	5672	4	30	1533	2	17	4767	4	24	1415	1	16	1286	4	13	1835	4	25	1785	4	1	11736	4	29	1400	2	40	5600	US	0	1290	154	123	7	7	7	7	7	1	1	4	3	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	15	2	1	3	12	5	60	2	1	5	astrophysics"
"3	24	4651	2	3	6495	3	9	3644	4	14	3139	4	18	2510	4	19	1860	3	21	2889	4	13	2757	4	26	2719	4	10	2200	3	39	6632	3	22	3117	4	25	1628	4	31	4352	3	41	3975	4	17	2420	4	23	4735	3	37	2745	4	33	3740	3	4	4734	4	27	2285	3	2	4818	2	36	2807	4	11	2083	4	12	7103	4	28	1859	4	7	3968	4	30	1470	4	16	2316	4	6	6142	4	20	2556	4	32	3033	3	29	1914	4	42	2504	3	8	3212	2	1	7940	4	38	2226	4	15	2509	4	5	3064	4	35	2136	3	34	3243	3	40	2501	US	2	12	143	135	1	5	4	7	1	7	4	5	1	5	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	2	1	2	1	32	2	1	3	10	1	60	1	3	2	"
"3	35	2385	2	31	3225	2	16	4519	2	1	7228	2	13	1676	3	11	3566	2	20	1390	2	8	2134	3	40	2471	4	33	1376	3	39	5692	2	29	1782	4	7	1706	1	42	3045	2	22	1353	1	5	5657	4	23	1988	2	37	9843	2	21	1607	2	14	1700	4	32	1760	2	2	3221	2	17	5917	1	41	4696	2	9	1644	4	38	2469	3	26	1523	3	6	3068	2	15	1870	2	12	2259	2	19	1494	2	3	4030	2	28	1439	4	10	1738	2	4	1985	3	34	2409	2	30	1931	4	36	1774	2	18	1479	3	25	2073	2	24	1941	2	27	1644	US	1	7	121	170	6	7	2	5	5	1	5	3	1	4	1	1	1	1	1	0	0	0	0	1	0	0	0	0	1	1	1	2	2	1	15	2	1	1	6	1	60	2	1	5	"
"2	3	4591	2	8	3064	1	42	3720	1	15	3911	2	28	2784	2	17	3952	1	4	4409	2	35	3665	2	25	6448	1	41	3672	2	33	2706	2	7	4175	2	21	2799	1	16	3720	1	24	3536	2	34	3846	1	18	4177	1	37	2568	1	29	4817	1	40	2680	2	13	4032	1	19	3512	1	12	2425	2	30	3472	2	36	5879	1	9	3832	1	39	4071	1	20	2832	2	6	5041	2	2	6775	2	11	4717	1	5	4015	1	23	2440	2	22	2368	1	26	7337	1	10	2283	1	27	4551	1	14	2648	2	38	3088	2	1	8578	1	32	2783	3	31	4887	PH	2	358	167	203	5	5	3	3	5	5	5	5	3	2	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	3	2	1	2	31	2	1	1	4	1	10	2	1	5	physical therapy"
"3	40	3296	1	30	2143	1	31	2416	1	38	2192	3	2	4951	2	8	4368	2	10	5352	2	36	2951	2	15	7000	1	33	1897	2	9	3896	1	29	2369	1	13	1464	2	18	3536	1	42	1328	1	6	4751	1	20	2064	1	28	2176	1	11	11776	1	34	1439	1	24	1648	2	17	4056	1	32	1680	1	26	2184	2	5	6625	1	25	1736	2	22	6008	3	3	4527	1	7	3736	1	35	3920	1	16	2832	3	1	22556	1	39	1600	1	27	2056	2	41	3992	1	12	1288	1	23	2328	1	4	2272	2	14	2568	1	21	3296	1	19	2424	2	37	2873	US	2	111	157	175	2	4	5	5	7	7	6	3	7	1	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	2	2	1	1	20	2	1	1	1	1	60	1	1	3	Game Programming"
"4	13	3387	4	24	1720	4	10	1548	4	8	1628	4	12	1617	4	1	6802	4	2	6863	4	39	1778	4	11	2024	4	33	1896	4	30	2434	4	16	2251	4	42	1732	4	6	3836	4	37	2089	4	22	1665	4	7	1937	3	27	20107	4	26	4045	4	4	2085	4	32	1664	4	28	3025	4	38	1453	4	41	2018	4	36	3862	4	3	3115	4	5	2007	4	14	1543	4	15	3216	4	29	4148	4	17	1811	2	25	8260	4	18	1428	4	19	1463	4	35	2960	4	21	920	4	31	1411	4	34	1203	4	40	1463	4	20	5518	4	23	1441	4	9	4557	AR	2	4	130	86	1	6	2	7	5	7	4	3	1	1	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	1	2	2	2	2	18	2	1	1	1	2	70	2	1	5	"
"3	14	416106	3	37	3413	3	33	17717	2	12	7262	2	11	7840	3	26	5931	1	17	8281	2	23	2144	4	15	6755	3	32	3007	4	13	5639	1	27	954	3	36	661	2	8	7683	1	35	2141	4	1	1557	4	7	2953	1	30	2741	1	16	228026	2	22	3059	4	42	3379	3	20	4067	1	18	3387	2	24	7123	1	9	8859	3	31	3862	3	34	2919	3	5	4847	1	29	3675	3	25	3491	4	10	10072	2	2	9461	1	40	4394	4	3	2925	1	41	8372	1	4	3057	4	19	17087	4	39	2594	2	28	3045	3	21	8796	1	6	4307	3	38	4159	IT	2	177	884	137	4	4	6	3	7	4	6	6	4	4	1	1	1	1	0	0	0	0	0	1	0	0	0	1	1	1	2	3	1	2	16	1	1	2	2	1	60	2	1	2	"
"2	32	2182	1	27	2051	2	26	2802	1	5	5600	3	19	2817	3	40	2024	2	31	2195	2	41	2202	3	8	4018	3	9	3146	3	22	2034	3	10	3567	3	15	2151	2	4	7399	2	17	1915	3	7	2747	1	12	2281	3	38	3082	2	25	4499	2	28	2129	2	2	8407	3	1	8693	2	23	2401	3	20	2984	3	39	3973	3	21	2546	3	33	3037	2	14	2314	3	3	5351	3	30	3838	3	42	2770	3	29	4699	3	37	2366	2	11	1918	2	35	4301	2	36	1815	2	18	2832	1	16	2335	3	34	2213	4	6	5299	1	24	3217	3	13	3283	US	0	12	143	137	1	4	3	5	4	7	7	3	2	2	1	1	0	1	1	0	0	0	0	1	0	1	1	1	1	1	2	2	2	1	17	1	1	1	2	2	70	2	1	2	"
"4	37	3034	2	13	4095	4	41	3702	2	21	6499	4	35	2833	4	42	3679	3	4	4183	2	7	3768	2	20	7330	4	24	3265	4	29	3688	3	15	4181	4	34	2373	4	31	7070	1	16	2873	4	1	14659	4	18	2984	4	40	3249	2	19	9732	3	32	4667	3	10	4033	4	39	2469	1	8	3562	3	5	5699	1	11	8983	4	36	3359	4	23	3258	2	26	3345	4	38	4106	3	28	9315	3	22	3617	3	12	4815	4	6	3521	4	30	4090	2	3	9253	3	17	2820	4	14	5532	4	25	3439	4	27	4013	2	9	4637	3	2	11663	4	33	3641	US	2	2	207	159	2	5	4	7	5	7	4	4	4	4	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	2	1	1	1	27	2	1	1	7	1	30	2	1	4	"
"4	26	4275	2	41	3812	3	10	2112	4	36	3012	4	7	2393	4	31	1983	3	42	2399	3	2	8584	4	29	3395	4	39	1648	4	1	8648	4	19	2691	4	8	1781	4	6	11732	4	30	1614	4	20	2330	4	28	2046	3	35	2694	3	22	5337	3	5	235167	4	11	2314	3	23	1982	3	14	3576	3	16	2164	2	4	69985	4	12	1929	4	37	1447	4	32	1878	4	21	1984	3	25	4276	3	33	2977	3	15	3245	3	24	1929	4	34	2229	3	17	32828	4	18	2667	4	9	2932	4	13	1731	4	27	1465	3	40	2760	3	38	1149	4	3	7189	GB	2	2	473	262	2	6	3	7	5	5	4	5	1	3	0	1	0	1	1	0	0	1	0	1	0	1	1	1	1	1	1	1	2	1	13	1	1	1	1	2	60	2	1	3	"
"2	26	19885	4	25	2169	1	23	1990	3	21	5627	3	22	3921	2	38	3437	2	11	4721	1	32	29936	3	35	5688	3	2	4051	3	15	29860	1	24	2821	2	5	4890	4	13	5984	2	4	23402	1	20	25388	4	36	25912	1	42	135138	1	40	16937	2	12	4868	2	18	1016399	1	10	13928	1	30	2566	1	33	12382	2	8	3188	3	3	1728	3	34	1749	2	16	37714	3	27	2642	3	29	4217	1	28	3477	2	37	96230	2	14	3559	4	17	7139	2	1	35084	1	6	1779	2	39	1323	3	7	2495	3	41	13385	2	31	22102	2	9	5784	3	19	2151	US	1	3	1649	370	6	5	1	5	3	1	7	7	1	6	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	2	2	1	13	1	1	2	2	4	60	2	1	2	"
"3	22	2054	2	2	5655	1	21	3299	1	19	1599	3	34	1917	3	5	2510	3	1	3775	2	15	1602	2	42	6668	3	20	1548	4	37	2252	2	32	1683	4	24	1485	3	6	3262	1	14	634	3	11	2082	4	18	2583	3	7	2591	2	25	5871	2	41	1951	3	33	2167	1	35	2798	1	4	2613	2	27	3434	1	39	2285	4	31	590	4	40	1714	2	17	1716	3	16	2164	2	8	2114	2	13	915	3	3	2845	2	10	2400	3	9	1551	4	26	2195	1	36	1633	3	23	1982	3	30	1568	4	38	1698	1	29	5087	2	12	1687	3	28	2147	US	1	3	112	156	6	5	5	7	6	5	6	4	3	5	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	2	1	2	1	17	1	1	1	2	1	60	2	1	6	"
"4	11	3639	1	12	9310	1	25	9618	4	14	6389	3	2	10555	3	4	10118	4	23	3596	3	29	3366	4	6	9899	4	18	2817	4	16	3200	4	38	4417	3	37	3450	4	40	12800	4	1	11943	4	39	3849	4	19	2844	2	26	5167	4	32	11165	4	15	2978	1	20	5313	3	5	13010	2	36	3716	2	28	4899	1	13	9883	4	7	3484	4	3	4558	4	42	3534	3	31	4866	3	22	15237	2	9	4566	1	41	16433	4	30	3283	4	17	3848	2	27	6218	3	35	2950	3	33	11068	2	10	3100	4	24	3446	4	8	5733	2	34	3949	3	21	4393	HU	0	353	270	7015	2	7	2	7	3	7	6	3	1	4	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	3	2	2	2	24	2	1	1	2	1	60	2	1	2	korean studies"
"1	5	3420	1	28	3052	2	16	7213	4	21	7127	2	3	5989	1	2	12317	2	32	3351	1	39	3284	4	35	11018	1	36	4221	2	24	5908	1	37	3577	3	14	3057	1	29	3987	3	17	5639	2	6	5192	1	30	2885	2	25	5124	1	9	3304	1	11	2738	1	31	2018	1	40	1904	1	13	3320	1	27	4990	1	7	6487	1	23	3550	1	19	10841	3	8	3644	2	4	4852	3	15	5556	1	10	5091	4	26	5745	2	42	3044	1	18	2925	1	33	12149	2	38	3752	1	41	3723	1	20	2136	3	12	3504	2	34	6329	1	1	5277	2	22	5778	US	2	50	226	233	3	3	3	2	4	6	6	7	6	1	1	1	1	0	1	0	0	0	0	1	0	0	1	1	1	1	3	3	2	1	61	2	1	3	12	4	70	2	3	2	fine arts"
"3	2	5155	1	5	2106	3	16	1917	1	14	2561	2	8	2831	4	39	2388	3	9	3322	2	29	3127	3	32	3251	4	33	2567	3	22	2515	2	18	2541	4	21	1017	2	35	5101	1	12	2822	1	15	4133	2	37	3863	3	23	1975	3	26	1221	3	30	3043	3	42	1529	2	28	4949	1	3	3941	2	31	2792	2	27	4676	4	1	4637	4	7	2174	2	36	3343	3	25	9229	2	13	3969	2	17	6903	2	38	9313	3	11	2317	4	20	1930	2	24	4168	2	6	2224	2	34	3645	3	41	3887	4	4	2245	3	19	2801	1	40	2394	2	10	4574	US	2	2	158	96	6	6	6	7	2	4	5	1	2	1	1	1	1	1	1	0	0	1	0	1	0	0	0	1	1	1	3	2	2	1	22	2	1	1	3	1	10	2	1	2	Biology"
"1	22	3728	1	20	2221	1	41	2740	1	6	4680	1	12	4343	1	23	2691	1	19	4169	1	13	1489	1	27	5363	1	24	3802	1	5	2438	1	18	2362	1	15	2101	1	34	4517	1	10	4473	1	8	3220	1	30	1497	1	2	9927	1	21	5288	1	42	2394	1	35	2619	1	11	3158	1	14	1975	1	37	5258	1	36	6800	1	17	2499	1	32	1802	1	33	2558	1	25	2723	1	7	4635	1	28	2632	1	38	5158	1	16	1753	1	3	2078	1	4	6354	1	1	5956	1	40	2946	1	29	1721	1	26	1873	1	9	3802	1	31	1722	1	39	3616	US	2	2	147	96	2	6	5	1	7	5	1	7	7	2	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	2	2	1	1	19	2	1	1	6	1	60	1	1	2	"
"3	1	9090	1	42	1474	3	14	3230	1	23	1854	1	5	3349	2	12	2269	1	26	2012	1	19	1722	1	41	2259	3	37	2311	4	33	2457	1	4	3278	1	11	1507	3	24	4391	1	18	1695	1	21	3334	2	39	2243	2	3	3690	1	34	1892	1	22	1626	1	2	11364	2	29	2714	1	27	1209	2	32	2601	1	30	2047	2	20	2189	3	28	3055	1	25	1919	2	8	4643	2	10	6894	4	15	3518	3	9	3428	1	13	1884	3	16	2182	2	35	4894	1	36	1155	4	7	3864	1	17	1718	3	31	2100	2	6	4168	1	40	1573	1	38	2852	US	0	4	128	135	2	5	5	1	5	6	2	1	2	4	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	2	3	1	1	17	1	1	1	2	1	60	2	1	0	"
"3	34	3552	3	27	2544	3	14	4496	1	26	7112	2	2	8935	2	3	3768	2	37	4440	3	39	2336	2	40	5760	1	9	3070	2	22	2208	3	18	2992	2	41	3992	2	24	9376	2	6	2632	2	15	3312	2	10	2248	3	20	2368	3	38	6824	1	8	5712	1	4	2784	3	31	3041	2	29	3279	2	13	5320	1	32	5648	3	33	3256	3	16	2400	1	21	2984	2	11	5905	3	35	6143	4	19	2592	2	1	11900	3	23	2288	2	30	3000	4	28	7872	2	36	2089	1	5	3600	1	12	2632	3	42	2216	1	17	5168	3	25	2992	3	7	5392	US	2	783	181	70	3	3	5	6	6	7	6	5	3	1	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	2	2	1	1	19	2	1	1	4	1	60	1	1	2	Game Development"
"1	14	3608	4	5	3001	1	25	2472	2	24	4623	3	39	2520	1	19	4112	3	3	5920	2	21	3832	2	13	5336	3	10	9049	1	37	1960	4	18	2967	3	16	2161	1	23	3816	3	42	2600	1	4	9199	1	27	2032	2	17	3936	1	7	5799	2	1	8661	1	26	3024	3	11	1540	1	30	2071	1	31	8737	4	9	5320	3	40	1648	1	36	2536	3	8	1896	2	12	5225	3	38	6256	1	2	10543	1	34	2895	3	28	3216	1	29	2024	1	33	4728	1	15	2303	2	41	3992	1	35	2713	1	32	2608	1	22	3841	3	20	5536	3	6	7080	US	2	2623	184	93	2	5	5	7	7	3	5	1	3	2	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	4	2	1	1	28	2	1	1	4	1	60	1	1	2	Stastistics"
"2	19	2114	1	24	2024	2	14	2561	3	21	1704	2	15	2025	2	8	2189	3	7	4287	2	42	2144	4	11	3775	2	10	2666	2	16	2128	3	4	2720	3	20	2270	2	30	2915	2	36	2675	2	35	3310	3	1	5130	3	34	2062	3	37	2274	4	27	1769	2	6	3264	1	38	2467	1	32	1756	2	25	2200	3	33	5136	3	28	1854	2	13	3840	3	22	1728	2	40	2136	4	31	2979	2	5	2360	2	12	4046	3	29	1623	3	3	4977	2	39	3399	3	41	2106	2	18	2695	2	2	11732	2	9	2003	4	23	2849	3	17	2094	4	26	2472	US	2	7	122	177	1	6	7	6	5	7	7	3	5	1	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	2	1	1	1	18	2	1	2	0	1	60	2	1	1	"
